"id","recipe_id","position","photo_saved_at","memo","created_at","updated_at"
17876155,3493505,2,,"できあがったおにぎりをとろろ昆布で包んだら出来上がり","2015-11-03 12:02:49","2015-11-03 12:02:49"
17942368,3507302,1,,"ピーラーで人参を薄切りにして茹でる","2015-11-09 21:38:22","2015-11-09 21:38:22"
17942413,3507302,2,,"ザルにあげた人参、汁気を切った貝柱の缶詰、エジプト塩、オリーブオイルをボウルに入れて混ぜたら出来上がり","2015-11-09 21:40:39","2015-11-09 21:40:53"
17953968,3509851,1,,"すべての材料を混ぜたら出来上がり","2015-11-11 07:34:33","2015-11-11 07:34:33"
17953973,3509851,2,,"おにぎりにしたいときや、夏場など塩分が欲しい時は、仕上げに少し塩を加えてもオッケーです","2015-11-11 07:35:28","2015-11-11 07:35:28"
18071105,3535234,1,,"生ハムはお好きな量、切り出しておく ","2015-11-24 15:02:04","2015-11-24 15:02:53"
18071104,3535234,2,,"鍋に湯を沸かし、アルデンテにパスタを茹でる。茹で汁は100ccほどとっておく。","2015-11-24 15:02:01","2015-11-24 15:03:37"
18071344,3535234,3,,"フライパンにスライスしたにんにく、オリーブオイルを入れて弱火〜中火で熱する。香りが出てきたら生ハムを加えて軽く炒める。","2015-11-24 15:26:01","2015-11-24 15:26:01"
18071397,3535234,4,,"パスタのゆでじを加えて油と乳化させる。馴染んだら茹で上げたパスタを加え、貝割れも入れてサッと混ぜ合わせる。","2015-11-24 15:32:58","2015-11-24 15:32:58"
18071408,3535234,5,,"塩胡椒で軽く調味して完成。お好みでここでも更に貝割れを散らして。 生ハムに塩気があるので、適度に調整して下さい。","2015-11-24 15:33:50","2015-11-24 15:37:05"
18374325,3602345,1,,"豚肉、キャベツを一口大にカット","2016-01-03 19:33:45","2016-01-03 19:33:45"
18374328,3602345,2,,"フライパンを温めて、ごま油を入れる","2016-01-03 19:34:04","2016-01-03 19:34:04"
18374336,3602345,3,,"豚肉を先に入れ、火が通ってきたら、キャベツを投入し、塩胡椒を加えて具材に油がなじむように炒める","2016-01-03 19:34:34","2016-01-05 12:51:42"
18374337,3602345,4,,"★の合わせ調味料をいれて、全体的に味が絡んだら出来上がり","2016-01-03 19:34:57","2016-01-05 12:51:18"
18381625,3603993,1,,"大豆ミートを80度前後のお湯に5分ぐらいつけて、広がったら水気をよーく切る","2016-01-04 21:41:26","2016-01-04 21:50:18"
18381646,3603993,2,,"★の合わせダレを作っておく","2016-01-04 21:44:25","2016-01-04 21:44:29"
18381628,3603993,3,,"フライパンを熱し、ごま油を入れる","2016-01-04 21:41:49","2016-01-04 21:44:29"
18381629,3603993,4,,"大豆ミートを両面焼き目がつくまで焼く","2016-01-04 21:42:02","2016-01-04 21:44:29"
18381631,3603993,5,,"★の合わせダレを入れて、両面しっかりタレを絡ませたら、お皿に移す","2016-01-04 21:42:34","2016-01-04 21:44:29"
18381637,3603993,6,,"仕上げにごまをかけたら出来上がり","2016-01-04 21:43:04","2016-01-04 21:44:29"
18391439,3606249,1,,"大豆ミートを80度のお湯で戻す。5分ほどで戻したら、よく汁気を切る","2016-01-06 08:07:59","2016-01-06 08:07:59"
18391447,3606249,2,,"★を混ぜて卵液を作っておく","2016-01-06 08:08:52","2016-01-06 20:14:19"
18391446,3606249,3,,"大豆ミートを平らな器やトレイに乗せ塩コショウで下味をつけ、両面に小麦粉をまぶす","2016-01-06 08:08:39","2016-01-06 20:14:29"
18391449,3606249,4,,"フライパンをあたため、バターを入れる。弱火で。","2016-01-06 08:09:19","2016-01-06 08:09:19"
18391451,3606249,5,,"大豆ミートに卵液をつけたら、そのまま温めたフライパンへ。手早く流れ作業で。","2016-01-06 08:10:03","2016-01-06 20:14:52"
18391456,3606249,6,,"チーズの焼ける香りがしてきたら、フライ返しで両面焼きめがつくまで焼いてできあがり","2016-01-06 08:10:56","2016-01-06 08:11:47"
18391461,3606249,7,,"ケチャップをつけていただきます","2016-01-06 08:11:59","2016-01-06 08:11:59"
18487256,3627949,1,,"玉ねぎ・キャベツを切ります","2016-01-17 15:55:54","2016-01-17 16:03:50"
18487281,3627949,2,"2016-01-17 15:57:00","豚肉を切って油をしいて中火で炒めます。","2016-01-17 15:56:59","2016-01-17 16:03:16"
18487285,3627949,3,"2016-01-17 15:57:37","玉ねぎとキャベツを加え、醤油・酒・みりんも加えます。","2016-01-17 15:57:37","2016-01-17 16:07:02"
18487296,3627949,4,"2016-01-17 15:58:23","キムチを加えてさらに炒めます。","2016-01-17 15:58:22","2016-01-17 15:58:23"
18487314,3627949,5,"2016-01-17 15:59:01","できあがり！","2016-01-17 15:59:00","2016-01-17 15:59:01"
18494077,3629429,1,,"スパムを焼き目がつくまで両面しっかり焼く","2016-01-18 09:47:11","2016-01-18 09:47:11"
18494080,3629429,2,,"両面しっかり焼けたら、火を止めて砂糖醤油をかけ、余熱で絡める","2016-01-18 09:47:46","2016-01-18 09:47:46"
18494081,3629429,3,,"このスパムと高菜をおにぎらずの具にして、包んだら出来上がり","2016-01-18 09:48:03","2016-01-18 09:48:17"
18494093,3629429,4,,"パン切り包丁を使って真ん中で切り分けると、お弁当箱に詰めた時にいい感じです。","2016-01-18 09:49:07","2016-01-18 09:49:07"
18915586,3722835,1,,"塩蔵わかめを水で塩抜きし、食べやすい大きさに切る","2016-03-01 20:30:12","2016-03-01 20:30:12"
18915588,3722835,2,,"えのきを食べやすい大きさに切り、シリコンスチーマーで3分加熱する","2016-03-01 20:30:43","2016-03-01 20:30:43"
18915596,3722835,3,,"ボウルにワカメ、えのきを入れ、だしを振りかけ、だし醤油を2回し、ワサビを入れて混ぜたらできあがり。","2016-03-01 20:32:06","2016-03-01 20:32:06"
18947714,3729920,1,,"にんにくはみじん切り、新玉ねぎも大き目のみじん切りにしておく。ハムは1㎝角に切っておく。","2016-03-05 12:30:43","2016-03-05 12:35:59"
18947715,3729920,2,,"フライパンににんにくとオリーブオイルを入れ、弱火で香りが出るまで炒める。玉ねぎとハムを投入し、しんなりするまで炒める。","2016-03-05 12:30:43","2016-03-05 12:40:37"
18947717,3729920,3,,"並行して、別の鍋でパスタを茹で始める。アルデンテになるよう、時間はやや短めに。","2016-03-05 12:30:43","2016-03-05 12:44:43"
18947716,3729920,4,,"トマト缶と刻んだコンソメを加え、味が馴染むまで少し煮る。塩胡椒で味を調える。","2016-03-05 12:30:43","2016-03-05 12:44:28"
18947800,3729920,5,,"茹で上がったパスタをザルにあげて水分を切り、トマトソースのフライパンに投入。ソースを馴染ませる。","2016-03-05 12:43:30","2016-03-05 12:44:18"
18947811,3729920,6,,"皿に盛り、お好みでパセリを散らして出来上がり。","2016-03-05 12:44:49","2016-03-05 12:45:14"
19096591,3762280,1,,"卵、牛乳、水溶き片栗粉、トリュフ塩を混ぜ卵液を作ります","2016-03-21 17:32:12","2016-03-21 17:32:12"
19096595,3762280,2,,"サラダ油をしき、熱したフライパンに卵液を流し込んで卵焼きを巻いていけば出来上がり","2016-03-21 17:32:38","2016-03-21 17:32:48"
19159571,3776150,1,,"サンドイッチなどで切り落としたパンの耳を使います。 スティック状のパンの耳を耐熱皿に並べます","2016-03-29 08:24:36","2016-04-02 16:15:37"
19159573,3776150,2,,"耐熱皿に並べたパンの耳にオリーブオイルをまんべんなくかけます。","2016-03-29 08:25:11","2016-04-02 16:15:44"
19159575,3776150,3,,"160度で予熱しておいたオーブンで30分ほど焼きます","2016-03-29 08:25:37","2016-03-29 08:25:37"
19159578,3776150,4,,"焼きあがったら、トリュフ塩をお好み量かけて出来上がり","2016-03-29 08:26:02","2016-03-29 08:26:02"
19159593,3776150,5,,"スティック状の長さのままでお弁当箱などに詰めにくい場合は、半分にカットすると詰めやすいです","2016-03-29 08:27:09","2016-03-29 08:27:09"
19401911,3830820,1,"2016-04-28 09:32:02","丸い白むすびを作ります。まんまるだと安定しないので、少し潰したような形に。それをお弁当箱に配置します","2016-04-28 09:32:02","2016-04-28 09:41:59"
19401921,3830820,2,"2016-04-28 09:33:25","空いているスペースに焼きそばをつめます。お弁当用に少し短めにカットしてから入れると食べやすいかと思います。","2016-04-28 09:33:24","2016-04-28 09:33:25"
19401924,3830820,3,"2016-04-28 09:35:08","のりパンチで抜いたのりをご飯の上に置き、仕上げにお好みでほっぺをおいて完成です","2016-04-28 09:35:07","2016-04-28 09:38:03"
19401944,3830820,4,,"白むすびだと物足りない時は、通常のおにぎりの具を詰めてもオッケーです。","2016-04-28 09:37:49","2016-04-28 09:37:49"
19401989,3830820,5,"2016-04-28 09:44:59","レイアウトを変えて、黒ごまを口の周りに配置するとライオンになります","2016-04-28 09:44:59","2016-04-28 09:44:59"
19402047,3830820,6,"2016-04-28 09:51:50","丸いお弁当箱じゃなくても角っこを利用したりすれば、作ることができます。","2016-04-28 09:51:49","2016-04-28 09:52:01"
19402024,3830820,7,"2016-04-28 09:47:44","おにぎりを握る時間がない時は、半分ごはんを詰めて、残り半分に焼きそばを詰めるパターンもありです","2016-04-28 09:47:43","2016-04-28 09:52:01"
19402044,3830820,8,"2016-04-28 09:49:57","焼きそばの代わりにスパゲティナポリタンで代用も可能です。型抜きしたハムや人参で髪飾りを置いてもかわいいです。","2016-04-28 09:49:57","2016-04-28 09:52:01"
19402474,3830933,1,,"熱したフライパンに油を入れます","2016-04-28 10:58:20","2016-04-28 11:08:50"
19402476,3830933,2,,"油が温まってきたら、牛肉を投入","2016-04-28 10:58:36","2016-04-28 11:08:59"
19402478,3830933,3,,"9割ぐらい茶色くなって火が通ってきたなというところで、ジャンを投入","2016-04-28 10:59:08","2016-04-28 10:59:08"
19402479,3830933,4,,"全体にに絡めて、完全に火が通り切ったのを確認したら完成","2016-04-28 10:59:17","2016-04-28 11:00:01"
19402494,3830933,5,,"お弁当に詰める場合は、タレごと入れると汁漏れする可能性があるので、キッチンペーパーなどで余計なタレは吸わせてから入れます","2016-04-28 11:00:51","2016-04-28 11:00:51"
19498273,3852725,1,,"種を取り、包丁でたたいた梅干しをごはんと混ぜる","2016-05-11 09:32:25","2016-05-11 09:32:25"
19498274,3852725,2,,"梅干しが全体に混ざったら仕上げに白ごまをパラパラふってひと混ぜして出来上がり","2016-05-11 09:32:59","2016-05-11 09:32:59"
19664440,3890837,1,,"温かいご飯と材料をボウルに入れて混ぜる","2016-05-31 08:09:18","2016-05-31 08:09:18"
19664445,3890837,2,,"ラップでおにぎりに成形したら出来上がり","2016-05-31 08:09:31","2016-05-31 08:09:31"
19707749,3900708,1,,"お弁当箱にごはんを詰める。そぼろを置く場所は置かない場所よりも一段低くする","2016-06-05 08:39:31","2016-06-05 08:39:37"
19707757,3900708,2,,"凹んだ部分にそぼろを詰める。","2016-06-05 08:40:20","2016-06-05 08:41:19"
19707760,3900708,3,,"顔のパーツを置く","2016-06-05 08:40:33","2016-06-05 08:41:19"
19707762,3900708,4,,"ほっぺは明太子、梅肉などがオススメです。","2016-06-05 08:41:05","2016-06-05 08:41:19"
19707745,3900708,5,"2016-06-05 08:37:49","アレンジ①左右にくぼみを作って犬に。ほっぺは明太子を置いた後にごまを一粒ずつおきました。10粒だけなので頑張ります","2016-06-05 08:37:49","2016-06-05 08:42:18"
19707746,3900708,6,"2016-06-05 08:37:59","アレンジ②最初のご飯のくぼみをつけるところだけ頑張れば猿もできます","2016-06-05 08:37:59","2016-06-05 08:43:18"
19777851,3917095,1,"2016-06-12 22:06:42","ポルチーニ茸を水で戻す。戻し汁はふきんなどで漉してとっておく。戻したポルチーニ茸は一口大に切っておく","2016-06-12 22:06:41","2016-06-12 22:08:22"
19777855,3917095,2,,"人参をスライサーで細切りにする","2016-06-12 22:07:10","2016-06-12 22:07:10"
19777857,3917095,3,,"フライパンを温めてバターをいれる。 バターが溶けたら、人参をいれて全体にバターをなじませる","2016-06-12 22:07:45","2016-06-12 22:08:51"
19777865,3917095,4,,"続いてポルチーニ茸を入れて全体的に混ぜてたら、戻し汁と醤油を入れる","2016-06-12 22:09:19","2016-06-12 22:10:00"
19777879,3917095,5,,"水分がなくなるまでいためる。火加減は弱火で。","2016-06-12 22:10:15","2016-06-12 22:10:50"
19777872,3917095,6,,"塩胡椒を適量かけて、味を調えたら出来上がり♪","2016-06-12 22:09:36","2016-06-12 22:11:02"
19797484,3921533,1,,"ハムに2〜3センチほどの切れ目を中心に向かって入れる。間隔はハムを3等分するようなイメージで。12時、4時、8時の角度で","2016-06-15 08:07:53","2016-06-15 08:13:36"
19797486,3921533,2,"2016-06-15 08:08:20","カットしたハムを小さいココットにセットする","2016-06-15 08:08:19","2016-06-15 08:08:20"
19797491,3921533,3,,"ハムで作ったカップの中にマッシュポテトを置き、その上にチーズを置く","2016-06-15 08:08:41","2016-06-15 08:17:42"
19797504,3921533,4,,"200度に予熱したオーブンで焼き目が付くまで焼く。我が家はオーブンレンジでパワーが弱いので12分ほど。","2016-06-15 08:10:00","2016-06-15 08:10:00"
19797510,3921533,5,,"仕上げにパセリをふって出来上がり","2016-06-15 08:10:13","2016-06-15 08:10:13"
19797516,3921533,6,,"大きめのココットにハム2枚でカップを作って、ミニトマトを置くアレンジパターンも。","2016-06-15 08:12:10","2016-06-15 08:12:10"
19846811,3932878,1,"2016-06-21 09:44:58","ラップで手のひらサイズのおにぎりを作ります。中にはごま昆布を。","2016-06-21 09:44:57","2016-06-21 09:44:58"
19846813,3932878,2,,"ラップでおにぎりを握ったら一度ラップをはずして、生ハムで包みます。","2016-06-21 09:45:48","2016-06-21 09:45:48"
19846823,3932878,3,,"仕上げにパセリを降って、もう一度ラップで優しく包んで生ハムとおにぎりが馴染んだら出来あがり","2016-06-21 09:46:43","2016-06-21 09:46:47"
20116280,3994213,1,,"粉類と粉糖、塩を合わせて2～3回よく振るっておく。牛乳にレモン汁を加えておいておく。","2016-07-26 11:47:50","2016-07-26 12:06:13"
20116384,3994213,2,,"フードプロセッサーに振るった粉類と小さめに切ったバターを入れ、バターが細かくサラサラになるまで回す。","2016-07-26 12:06:22","2016-07-26 12:07:04"
20116383,3994213,3,,"２をボウルに移し、１の牛乳＆レモン汁を加えてゴムベラなどでざっと混ぜて粉っぽさがなくなるまでなじませる。","2016-07-26 12:06:20","2016-07-26 12:09:17"
20116390,3994213,4,,"打ち粉をした台に３の生地を取り出し、手にも打ち粉をしてひとまとめにする。両手でポンポン生地をお手玉して余分な空気を抜く。","2016-07-26 12:07:43","2016-07-26 12:10:02"
20116408,3994213,5,,"台の上で生地を適当に伸ばし、2〜３度折りたたむようにしてから暑さ１〜1.5㎝くらいの厚さに伸ばす。麺棒を使ってもOK。","2016-07-26 12:10:05","2017-06-14 13:45:19"
20116418,3994213,6,,"５の生地を型で抜き、オーブンシートを敷いた天板へ。残った生地は再度まとめて伸ばし直して型抜きします。","2016-07-26 12:11:25","2017-06-14 13:45:45"
20116424,3994213,7,,"※ここで表面に牛乳を刷毛で塗ると、焼き色がつきやすいです。無くても大丈夫。","2016-07-26 12:12:21","2016-07-26 12:13:07"
20116437,3994213,8,,"220度に予熱したオーブンで10~ 12分ほど焼いたら出来上がり。 ","2016-07-26 12:13:14","2016-07-26 12:13:41"
20116442,3994213,9,,"ホイップした生クリームやジャムなどを添えていただきます。本場のクロテッドクリームがあれば最高ね。","2016-07-26 12:13:46","2016-07-26 12:14:14"
20158012,4003786,1,,"豚肉と片栗粉をポリ袋に入れて振り、豚肉に絡める","2016-08-01 20:56:08","2016-08-01 20:56:08"
20158019,4003786,2,,"ミョウガは細切りにしておく。ポン酢、みりん、柚子胡椒を混ぜてタレを作っておく。","2016-08-01 20:57:10","2016-08-01 20:57:10"
20158026,4003786,3,,"バターを溶かしたフライパンに豚肉をいれ、お肉の色が変わるまで炒める","2016-08-01 20:57:49","2016-08-01 20:57:49"
20158033,4003786,4,,"フライパンにミョウガを加えて全体的にまぜたら、タレを加えてさっと炒めて出来上がり","2016-08-01 20:58:32","2016-08-01 20:58:53"
20600855,4102681,1,"2016-10-03 19:28:23","顔のパーツになる海苔を準備します。のりパンチでヘタの部分を、調理用のハサミで目と口を。","2016-10-03 19:28:23","2016-10-03 23:30:13"
20600858,4102681,2,"2016-10-03 19:28:53","白出汁入りの卵焼きを作ります。卵一個の卵焼きの作り方はこちらのレシピ参照 レシピID:2800305","2016-10-03 19:28:53","2016-10-03 19:57:45"
20600883,4102681,3,"2016-10-03 19:31:09","太巻きの型にご飯を詰めて、その上に卵焼きを乗せる。長さが足りませんが、端はお弁当に使わない事にします(朝ご飯に回します)","2016-10-03 19:31:09","2016-10-03 20:00:33"
20601186,4102681,4,,"ここで注意！底のご飯を詰めすぎると卵焼きが真ん中にきません。ご飯は、少ないかな？ぐらいで大丈夫です。","2016-10-03 20:00:53","2016-10-03 20:01:45"
20600900,4102681,5,"2016-10-03 19:32:37","上にご飯を乗せて、型のフタ部分を被せて成形します","2016-10-03 19:32:36","2016-10-03 20:02:17"
20600918,4102681,6,"2016-10-03 19:34:16","下にラップを敷き、焼き海苔の上に型から出したご飯を乗せます。","2016-10-03 19:34:16","2016-10-03 20:02:42"
20600936,4102681,7,"2016-10-03 19:35:44","くるっと巻きます。端が余るので、ご飯粒を使って端の部分と本体をひっつけます。","2016-10-03 19:35:43","2016-10-03 20:03:25"
20600943,4102681,8,"2016-10-03 19:36:01","くるっとラップで巻いたら、ラップの上からカットします","2016-10-03 19:36:00","2016-10-03 20:03:49"
20601262,4102681,9,"2016-10-03 20:07:29","カットしたのり巻きをお弁当箱に詰めます","2016-10-03 20:07:28","2016-10-03 20:07:29"
20601275,4102681,10,"2016-10-03 20:09:13","残りのおかずを詰めて、最後に顔のパーツを乗せたら完成です","2016-10-03 20:09:12","2016-10-03 20:09:13"
20601288,4102681,11,"2016-10-03 20:10:13","ほっぺに梅干しを乗せても可愛いです","2016-10-03 20:10:12","2016-10-03 20:10:13"
20625437,4109213,1,,"たっぷりめのオリーブオイルでにんにくとベーコンを炒める","2016-10-06 21:01:54","2016-10-06 21:06:30"
20625441,4109213,2,,"炊いたご飯をいれて一緒に炒める","2016-10-06 21:02:01","2017-07-04 20:47:48"
20625447,4109213,3,,"鶏を焼いた後の油を混ぜて、塩胡椒で味付け","2016-10-06 21:02:20","2016-10-06 21:03:56"
20628798,4109958,1,"2016-10-07 10:10:30","材料全てをボウルもしくは深めのお皿に入れて混ぜます","2016-10-07 10:10:28","2016-10-07 10:10:30"
20628800,4109958,2,,"鮭フレークによって味が違うので、塩分控えめと思ったら塩を足してもいいです","2016-10-07 10:11:17","2016-10-07 10:11:17"
20628801,4109958,3,"2016-10-07 10:11:53","握らずに混ぜご飯としてもいいですし、にぎってもいいです","2016-10-07 10:11:53","2016-10-07 10:11:53"
20628802,4109958,4,"2016-10-07 10:12:34","お好みで海苔を巻いてもいいと思います","2016-10-07 10:12:05","2016-10-07 10:12:34"
20644105,4113502,1,"2016-10-09 14:31:18","食パンを切ります。短い時間で染みやすいように今回は9つに。","2016-10-09 13:34:28","2016-10-09 14:31:19"
20644107,4113502,2,"2016-10-09 14:31:45","卵、牛乳、砂糖、バニラエッセンスを袋に入れて混ぜます。 破けないように気をつけながらポリ袋の外からモミモミ","2016-10-09 13:34:52","2016-10-10 16:17:17"
20644111,4113502,3,"2016-10-09 14:31:29","袋にさっきの食パンを入れて、袋のまま平たいお皿の上に傘ならいよう置いて染み込ませます","2016-10-09 13:35:08","2016-10-09 14:34:30"
20644329,4113502,4,"2016-10-09 14:31:35","10分程経ったら、袋を持ち上げ、さっきとは違う面が下側に来るように置き直す（パンが柔らかくなってるので崩れないよう注意）","2016-10-09 14:02:44","2016-10-09 14:36:02"
20644715,4113502,5,,"さらに5分ほど置きます","2016-10-09 15:01:58","2016-10-09 15:02:23"
20644556,4113502,6,"2016-10-09 14:37:19","バターをひいたフライパンで両面焼けば出来上がり","2016-10-09 14:37:04","2016-10-09 15:02:05"
20644835,4113502,7,,"お好みで蜂蜜やメイプルシロップをかけてください","2016-10-09 15:15:27","2016-10-09 15:15:27"
20664883,4118225,1,"2016-10-12 08:32:48","ネギとミニトマト、お水を入れて火をつける","2016-10-12 08:32:47","2016-10-12 08:32:48"
20664884,4118225,2,,"鍋のお水が沸いてきたら味噌を加えて出来上がり","2016-10-12 08:33:14","2016-10-12 08:33:14"
20687297,4123363,1,"2016-10-15 10:23:23","人参をスライサーで細切りにする","2016-10-15 10:22:10","2016-10-15 10:23:23"
20687301,4123363,2,"2016-10-15 10:24:00","フライパンにツナの油を出して火をつける。ノンオイルタイプの場合は、サラダ油をしく。","2016-10-15 10:24:00","2019-06-24 07:18:12"
20687308,4123363,3,"2016-10-15 10:25:12","フライパンに人参を入れて油をなじませる","2016-10-15 10:25:11","2016-10-15 10:25:12"
20687312,4123363,4,,"香味ペーストを5センチぐらい入れて、全体に絡ませる","2016-10-15 10:25:40","2016-10-15 10:25:40"
20687315,4123363,5,"2016-10-15 10:26:52","ツナを加えて、また全体に絡むように混ぜる","2016-10-15 10:26:52","2016-10-15 10:26:52"
20687316,4123363,6,,"醤油を少し、ラー油を数滴加えたら完成","2016-10-15 10:27:21","2016-10-15 10:27:21"
20699710,4126155,1,,"ほうれん草をゆでて、冷水に浸し、よく水を絞ってから一口サイズに切る","2016-10-16 22:11:55","2016-10-16 22:11:55"
20699711,4126155,2,,"めんつゆ、鰹節をあえたら完成","2016-10-16 22:12:04","2016-10-16 22:12:04"
20702596,4126767,1,"2016-10-17 10:56:47","材料はこんな感じ。オリーブオイル、塩胡椒を他に使いました。","2016-10-17 10:56:47","2016-10-17 10:57:13"
20702543,4126767,2,"2016-10-17 10:49:57","鶏肉をそぎ切りにして、両面に塩胡椒して、小麦粉をまぶす","2016-10-17 10:49:09","2016-10-17 10:57:13"
20702551,4126767,3,"2016-10-17 10:50:45","ポリ袋にチーズ、★の材料(たまご、パセリ)を加えてモミモミ。卵液ができたら鶏肉を入れて絡める","2016-10-17 10:50:45","2016-10-17 10:58:18"
20702562,4126767,4,"2016-10-17 10:52:17","オリーブオイルをしいて温めたフライパンでお肉を焼く。袋に残った卵液はお肉の上に出し切る","2016-10-17 10:52:16","2016-10-17 10:57:13"
20702563,4126767,5,,"両面焼いたら出来上がり。ケチャップを付けて頂きます","2016-10-17 10:52:32","2016-10-17 10:57:13"
20717022,4130009,1,"2016-10-18 23:03:55","ごはんに焼肉のたれを混ぜる。ごはんの色が変わる程度。","2016-10-18 22:58:35","2016-10-18 23:03:55"
20717027,4130009,2,"2016-10-18 23:04:02","ラップで手のひらサイズの小さいおむすびを作る","2016-10-18 22:58:52","2016-10-18 23:04:02"
20717028,4130009,3,,"肉を広げて巻く。まず一個お肉を巻いてみて、ご飯の量を確認したら、あとは同じサイズのおむすびを一気に作る","2016-10-18 22:59:04","2016-10-18 22:59:04"
20717030,4130009,4,"2016-10-18 23:04:24","作ったおむすび全部に肉を巻く","2016-10-18 22:59:27","2016-10-18 23:04:24"
20717035,4130009,5,"2016-10-18 23:04:44","油を引いたフライパンに肉巻きおにぎりを並べて焼く。最初に置く時は、端の部分が下に来るように","2016-10-18 22:59:48","2016-10-18 23:04:44"
20717038,4130009,6,"2016-10-18 23:04:52","両面はもちろん、側面もおにぎりを立てながらしっかり焼いていく。終始弱火で。","2016-10-18 23:00:07","2016-10-18 23:04:52"
20717043,4130009,7,"2016-10-18 23:05:00","肉の色が変わったら、焼肉のたれを加えて絡めながら焼いて完成","2016-10-18 23:00:31","2016-10-18 23:05:00"
20727927,4132528,1,,"食パンの耳を食べやすいサイズに切る","2016-10-20 10:42:38","2016-10-20 10:42:38"
20727950,4132528,2,"2016-10-20 10:45:33","クッキングシートを敷いた耐熱皿の上にパンの耳を置いてオリーブオイルをかける。全体にまんべんなくオリーブオイルが絡むように","2016-10-20 10:45:32","2016-10-20 10:46:41"
20727952,4132528,3,,"耐熱皿ごと160度に予熱したオーブンに入れて30分焼く","2016-10-20 10:45:50","2016-10-20 10:47:02"
20727955,4132528,4,,"サクサクになったら、塩とバジルをかけて全体に混ぜたら出来上がり","2016-10-20 10:46:13","2016-10-20 10:46:13"
20769630,4141915,1,"2016-10-25 10:12:09","材料はこれに麺つゆ。お好みでラー油をかけてもいいです。","2016-10-25 10:12:09","2016-10-25 10:12:18"
20769611,4141915,2,,"ナスを半月切りにして水にさらす","2016-10-25 10:09:27","2016-10-25 10:12:18"
20769616,4141915,3,"2016-10-25 10:11:37","シリコンスチーマーにナスを入れ、その上にサバ味噌缶をかける","2016-10-25 10:09:50","2016-10-25 10:12:16"
20769617,4141915,4,,"サバはほぐして満遍なく広げ、麺つゆをかける ※ほぐしすぎると食べにくいので一口サイズ程度で。","2016-10-25 10:10:09","2016-10-27 20:49:35"
20769623,4141915,5,,"電子レンジ500wで約8分。途中2、3回蓋を開けて中をお箸でかき混ぜる","2016-10-25 10:10:38","2016-10-25 10:12:16"
20769633,4141915,6,,"お好みで、仕上げにラー油をかけたら器に移します。","2016-10-25 10:12:45","2016-10-27 20:49:04"
20792843,4141915,7,,"器に移すときは、汁気が結構あるので、具を先に箸で移して必要な分だけ汁をかけると良いと思います。","2016-10-27 20:49:18","2016-10-27 20:49:18"
20821514,4153294,1,,"食パンをトーストします","2016-10-31 10:53:07","2016-10-31 10:53:07"
20821520,4153294,2,,"生チョコスライスと砕いたくるみをのせて30秒追加でトーストして完成","2016-10-31 10:53:31","2016-12-05 14:23:50"
20821545,4153294,3,"2016-10-31 10:58:18","ブルボンのスライス生チョコレートを使用しました。","2016-10-31 10:58:17","2016-10-31 10:58:18"
20856604,4161134,1,"2016-11-04 12:42:50","ラップで手のひらサイズの小さいおにぎりを作ります","2016-11-04 12:42:50","2016-11-04 12:44:13"
20856605,4161134,2,"2016-11-04 12:43:02","周りを海苔で包み、しっかり馴染ませます。","2016-11-04 12:43:02","2016-11-04 12:44:58"
20856606,4161134,3,"2016-11-04 12:43:15","包丁で切れ目を入れて、明太子とマヨネーズを混ぜたものをはさんだら完成！","2016-11-04 12:43:15","2016-11-04 12:45:25"
20913882,4174309,1,"2016-11-11 00:19:51","酒、みりん、しょうゆ、蜂蜜を混ぜて、★のタレを作る","2016-11-11 00:19:51","2019-07-08 23:20:46"
27248801,4174309,2,,"鶏もも肉はフォークで全体的に刺してから一口大に切る","2019-06-17 15:50:04","2019-06-17 15:50:55"
27152891,4174309,3,,"ポリ袋に鶏肉と★タレを加えて揉み込む","2019-06-01 23:20:22","2019-06-17 15:51:07"
20913888,4174309,4,,"1時間〜ひと晩、冷蔵庫で漬ける","2016-11-11 00:21:22","2019-06-17 15:50:53"
20913885,4174309,5,,"油をひいたフライパンに鶏肉を並べ、蓋をして弱火でじっくり両面焼く","2016-11-11 00:20:42","2019-06-17 15:51:36"
27259778,4174309,6,,"電子レンジで加熱する際はシリコンスチーマーを使用。火の通りを確認しながら、加熱します","2019-06-19 10:01:02","2019-06-19 10:01:43"
21058214,4206931,1,,"ナスを輪切りにして水に10分ほどさらす","2016-11-28 10:48:27","2017-08-19 22:19:41"
21058220,4206931,2,,"麺つゆとわさびを混ぜておく","2016-11-28 10:48:46","2017-08-19 22:19:47"
21058223,4206931,3,,"シリコンスチーマーにナスを入れ、麺つゆ＆わさびをかけてチン","2016-11-28 10:49:10","2016-11-28 10:49:10"
21058227,4206931,4,,"味が染み込んだらシリコンスチーマーから出して、鰹節と和えて完成","2016-11-28 10:49:25","2016-11-28 10:49:25"
21071294,4209929,1,,"じゃがいもの皮をむき、一口サイズに切ったらシリコンスチーマーもしくは耐熱容器で色が変わるまで加熱。参考:500wで2分","2016-11-29 23:17:41","2017-12-10 13:37:25"
21071297,4209929,2,,"オリーブオイルをひいたフライパンに加熱したじゃがいもを加え、炒める","2016-11-29 23:18:26","2016-11-29 23:18:26"
21071303,4209929,3,,"少し焼き目がついてきたら、ほぐしたコンビーフを絡めて塩胡椒で味付けして出来上がり","2016-11-29 23:18:54","2016-11-29 23:18:54"
